305072	766508
305072	878646
305072	1258538
305074	431107
305091	335092
305117	377527
305126	487318
305126	804861
305130	681874
305130	703780
305130	1434142
305130	1524561
305130	1581587
305184	391717
305184	418957
305190	332848
305200	424509
305200	536071
305200	633680
305200	1387890
305201	402074
305230	433139
305230	436727
305230	488722
305230	590547
305230	637323
305230	642204
305230	749949
305230	840955
305230	846487
305230	872851
305230	895898
305230	930667
305230	972569
305230	1002771
305230	1006552
305230	1373553
305230	1376337
305230	2053740
305244	327498
305244	445392
305244	488508
305244	529621
305244	673076
305244	744461
305244	778093
305244	933564
305244	951649
305244	977632
305244	998179
305244	1025450
305244	1038744
305244	1138100
305244	1161836
305244	1207942
305244	1306975
305244	1368386
305244	1377597
305244	1546489
305244	1583494
305244	1707607
305247	347420
305247	740076
305247	1614517
305247	1969078
305247	2130904
305256	325982
305256	453587
305256	724899
305256	1090886
305256	1125022
305256	1226726
305256	2161924
305276	733916
305276	909475
305285	366448
305306	1072785
305320	459920
305320	724485
305320	749949
305320	782178
305320	787390
305320	1459502
305320	1893342
305328	318519
305328	635368
305328	640753
305328	1046621
305335	408464
305335	590383
305335	960582
305335	1090697
305335	1280264
305335	1416361
305335	1857786
305352	343964
305352	1224714
305352	1582034
305366	433780
305368	349227
305368	412831
305368	1016989
305368	1393071
305368	1555390
305369	483471
305394	317090
305394	334089
305394	431628
305394	452892
305394	518877
305394	535790
305394	583475
305394	625456
305394	891147
305394	1704793
305398	323342
305398	409360
305398	431613
305398	448107
305398	472892
305398	519185
305398	562620
305398	682335
305398	791800
305398	807202
305398	926814
305398	966753
305398	1068940
305398	1149168
305398	1155398
305398	1179226
305398	1339263
305398	1753003
305419	327459
305419	465845
305419	514822
305419	553439
305419	641668
305419	647728
305419	754139
305419	807699
305419	936353
305419	1099840
305419	1154029
305419	1180326
305419	1204738
305419	1213387
305419	1273051
305419	1407139
305419	1931161
305447	499382
305452	401134
305452	707074
305452	729071
305452	873729
305452	909013
305452	974567
305452	1389277
305452	1498703
305452	1991911
305459	309179
305459	320530
305459	789626
305468	1204452
305468	1873770
305476	1195476
305476	1405584
305502	318131
305502	353943
305502	370274
305502	428967
305502	431353
305502	448571
305502	471892
305502	478077
305502	545335
305502	561825
305502	574890
305502	658155
305502	746452
305502	750155
305502	780356
305502	840563
305502	844366
305502	959215
305502	973011
305502	974676
305502	974738
305502	987945
305502	1344751
305502	1352258
305502	1379466
305502	1460049
305502	1589054
305502	1596870
305515	456599
305515	518920
305515	522342
305515	526238
305515	531753
305515	632618
305515	693207
305515	753512
305515	852473
305515	901688
305515	939090
305515	945106
305515	976854
